HVPID,name,Prescription Composition,Instructions,Treatment Symptoms,Source Document
HVP4964,匀胃散,甘草（炙）1钱，藿香1两，白豆蔻1两，人参1两，木香半两，干姜（炮）半两，厚朴（姜炙）半两，丁香半两。,,"三焦不调，停寒膈上，乳哺不消，胸膈痞满，甚则喘逆吐利，肌体痿黄；霍乱。[Triple Energizer is not adjusted, stop cold diaphragm, breast feeding does not disappear, chest diaphragm fullness, even panting and vomiting, body flaccid yellow; Cholera.(Machine translation.)]",《幼幼新书》卷二十七引张涣方。
HVP4965,睡惊散,郁金半两，辰砂半钱，麝香1字，乳香1字，陈皮2两（去白，1分），巴豆14粒（同郁金炒熟，不用巴豆）。,,惊疳积滞。[It's a little bit of constipation.(Machine translation.)],《幼幼新书》卷二十二引《吉氏家传》。功效:镇心取积。
HVP4966,大戟饼子,大戟半两（匀切作片子，以好醋浸1宿，取出焙干，为末）。,,"小儿食癖，胁下有一小块，饮食不生肌肉。[Children are addicted to food. There is a small piece under the flank, and the diet does not produce muscle.(Machine translation.)]",《幼幼新书》卷二十二引丁时发方。
HVP4967,增减水药皇子汤,龙骨1两，牡蛎（煅赤）1两，人参3分，干姜3分，甘草（炙）3分，赤石脂3分，细辛2分，附子（炮）2分，黄连5分。,,小儿注下3-4日者。[Children injected for 3-4 days.(Machine translation.)],《幼幼新书》卷二十八引《婴孺方》。
HVP4968,苦散,吴茱萸5两，黄连5两，白芍药（俱锉如豆，同炒赤）5两。,,"小儿脾受湿，泄痢不止，米谷不化；亦治疳气下痢。[Children's spleen is wet, diarrhea is not only, rice Valley does not change; It can also cure malnutrition and dysentery.(Machine translation.)]",《幼幼新书》卷二十六引《养生必用》。
HVP4969,生筋散,木鳖子3个，蓖麻子30个。,,"小儿疳疾后天柱骨倒。[After infantile chancre disease, the pillar of heaven collapsed.(Machine translation.)]",《幼幼新书》卷二十六引《家宝》。
HVP4970,人参犀角散,人参半两，茯苓半两，白术半两，犀角1分，柴胡1分，鳖甲（醋炙）1分，半夏（姜制）1分，甘草（炙）1分。,,"小儿荣卫不和，上焦虚热，因积变为肌热，肌热不已，变为疳劳，夜汗颊赤，多嗽。[The children's Rongwei disharmony, Shangjiao deficiency heat, due to accumulation into muscle heat, muscle heat unceasingly, into chanlao, night sweat, cheek red, cough.(Machine translation.)]",《幼幼新书》卷二十引《庄氏家传》。
HVP4971,通顶石南散,石南1两，藜芦3分，瓜蒂5-7个。,,"小儿通睛外障；初因失误，筑打头面额角，倒蹙扑下，令小儿肝受惊风，使目通睛。肝受风痰盛，瞳人开大眼不收而展缩者。[Children with exophthalmos; At first, because of a mistake, Zhu hit his head and forehead, and pounced down with a frown, which made the child's liver suffer from convulsion and made his eyes clear. The liver is affected by wind and phlegm, the pupil is opened, the eye is not closed, and the eye is unfolded and contracted.(Machine translation.)]",《幼幼新书》卷六引《龙木论》。功效:利膈，开风痰。
HVP4972,鬼哭散,人参（去芦头）半两，常山1两，茯苓（去皮）1两，甘草1两（生用），肉桂（去粗皮）1两。,,"一切寒热疟疾。[All the cold, heat and malaria.(Machine translation.)]",《杨氏家藏方》卷三。
HVP4973,还魂丹,麻黄3两，桂枝2钱，杏仁12粒。,,中恶已死。[The evil is dead.(Machine translation.)],《证治要诀类方》卷四。
HVP4974,通关匀气托里散,人参1分，麻黄（去节）1分，甘草节1分，白术1钱，蔓荆子1钱，紫草1钱，白茯苓半两，升麻半分。,,伤寒变疮疹。[Typhoid fever turns into a sore.(Machine translation.)],《幼幼新书》卷十五引《四十八候》。
HVP4975,白术五味子汤,白术（炮）半两，五味子半两，丁香半两，人参（去芦头）半两，款冬花半两，细辛（去土）1分。,,"小儿咳嗽，气逆上喘。[Children cough, and their Qi is reversed.(Machine translation.)]",《幼幼新书》卷十六引《医方妙选》。
HVP4976,马兜铃丹,马兜铃1两，紫苏子1两，人参1两，款冬花半两，木香半两，杏仁1分。,,"肺壅咳嗽，大便不利。[Lung cough, defecation adverse.(Machine translation.)]",《幼幼新书》卷十六引张涣方。
HVP4977,甘胆汤,甘草1截（以猪胆涂炙）。,,"慢肝风，羞日，目肿出血。[Slow liver wind, shy day, eye swelling and bleeding.(Machine translation.)]",《幼幼新书》卷十引《小儿形证论》。
HVP4978,虎眼丸,朱砂1分，白僵蚕1分，天南星（生）1分。,,"小儿夜卧不稳，梦中惊叫，或多虚汗。[Children sleep at night instability, dream scream, or more sweating.(Machine translation.)]",《幼幼新书》卷十引《惠眼观证》。功效:镇心化涎。
HVP4979,柴胡白虎汤,柴胡、人参、黄芩、知母、甘草、石膏。,,"伤寒半表半里，大热大渴，自汗不止。[Typhoid fever is half on the surface and half on the inside, with great heat and thirst, and self sweating.(Machine translation.)]",《育婴家秘》卷三。
HVP4980,调元生脉散,人参、黄耆（炙）、麦冬、当归、桂枝。,,"元气本虚，痘收靥之后，六脉沉细，手足厥冷者。[This deficiency of vitality, acne after dimple, six deep thin pulse, cold hands and feet.(Machine translation.)]",《片玉痘疹》卷十一。
HVP4981,外浴忍冬汤,忍冬藤（俗名金银花。春、冬用枝，夏用枝叶）。,,"痘疮倒陷、黑陷不起。[Acne inverted, black sink not up.(Machine translation.)]",《幼幼集成》卷五。
HVP4982,清疟饮,柴胡、枳壳、青皮、半夏、白术、黄芩、厚朴、猪苓、白茯苓、泽泻、陈皮、甘草、贝母、知母、前胡。,,疟疾。[Malaria.(Machine translation.)],《幼科发挥》卷四。
HVP4983,助长解毒汤,当归、紫草、桔梗、牛蒡子、连翘、黄芩、花粉、陈皮、甘草。,,"痘见4-5朝，长足之期。[Pox in 4-5 dynasties, a long period.(Machine translation.)]",《幼科直言》卷二。
HVP4984,利肺汤,苏子（炒）、桔梗、薄荷、前胡、独活、杏仁（炒）、枳壳、陈皮。,,"发热，哮喘，痰壅初起。[Fever, asthma and phlegm are the first symptoms.(Machine translation.)]",《幼科直言》卷五。
HVP4985,二圣解毒丸,川贝母、金银花。,,小儿奶癣疮症。[Infantile tinea lactis.(Machine translation.)],《幼科直言》卷五。
HVP4986,银花解毒汤,金银花、牛蒡子、甘草、连翘、柴胡、黄芩、扁豆（炒）、车前子、白芍（炒）、陈皮。,,"疮毒入内，腹肿胀者。[Sores poison into, abdominal swelling.(Machine translation.)]",《幼科直言》卷五。
HVP4987,清热理脾汤,白芍8分（炒），白术8分（炒），木通8分，僵蚕1钱（炒），陈皮6分，甘草6分，白扁豆1钱，白茯苓8分，当归8分，黄芩1钱（炒），柴胡6分，薄荷6分。,,"历节风，作泄，或下黄水。[Calendar festival wind, for discharge, or under the yellow water.(Machine translation.)]",《幼科直言》卷六。
HVP4988,加味补中汤,人参、白术（炒）、黄耆、当归、肉桂、白芍（炒）、木香、升麻、柴胡、陈皮、甘草。,,"小儿虚极，或泻成慢惊，手足厥逆。[Children with deficiency, or diarrhea into slow shock, hand and foot Jue inverse.(Machine translation.)]",《幼科直言》卷四。
HVP4989,清气化痰汤,枳壳、大黄、栀子、花粉、黄芩、薄荷、牛蒡子、天麻、杏仁（炒，去皮尖）。,,"惊搐，体壮气实，气凑痰喘，大便闭塞。[Convulsions, strong body, solid Qi, Qi coughing, phlegm panting, stool occlusion.(Machine translation.)]",《幼科直言》卷四。
HVP4990,加味香薷饮,香薷、厚朴（炒）、白扁豆、甘草、柴胡、陈皮、川贝母。,,"疟疾在盛暑伏天，唇红烦躁作渴，有暑有食者。[Malaria in the summer days, red lips, irritable for thirst, there are hot food.(Machine translation.)]",《幼科直言》卷四。
HVP4991,加味石膏汤,煅石膏、柴胡、陈皮、甘草。,,"疟在盛暑之时，唇红面赤，烦躁作渴，欲饮冷水，或热多寒少者。[Malaria in the heat, red lips, red face, irritable for thirst, want to drink cold water, or hot more cold less.(Machine translation.)]",《幼科直言》卷四。
HVP4992,犀角解毒散,牛蒡子（炒）1两5钱，甘草2钱半，荆芥穗5钱，防风2钱半，犀角1钱半。,,"小儿赤丹瘤。壮热狂躁，睡卧不安胃膈闷满，咽喉肿痛，遍身丹毒。[Chidanoma in children. Zhuang hot manic, restless sleep, stomach diaphragm stuffy, sore throat, erysipelas all over the body.(Machine translation.)]",《幼科类萃》卷二十一。
HVP4993,杏苏饮,杏仁1钱，苏子1钱，陈皮1钱，赤茯苓1钱，桑白皮1钱，大腹皮1钱，半夏1钱，甘草（炙）1钱。,,婴儿痰气，咳嗽不止。[The baby has phlegm and cough.(Machine translation.)],《幼科证治大全》。
HVP4994,朱珀散,滑石、朱砂、琥珀、甘草。,,小儿尿血。[Blood in the urine of children.(Machine translation.)],《幼科证治大全》。
HVP4995,犀角解毒丹,牛蒡子（炒）半两，荆芥半两，防风2钱，甘草2钱，犀角1钱半。,,"小儿赤白丹瘤，壮热性躁，睡卧不安，胸膈痞闷，咽喉肿痛，遍身丹毒。[Children with red white Dan tumor, strong heat, restless sleep, chest and diaphragmatic fullness, sore throat, erysipelas all over the body.(Machine translation.)]",《幼科证治大全》。
HVP4996,参术散,人参1钱，白术1钱，猪苓1钱，干姜1钱，泽泻3钱，赤茯苓3钱，木通3钱。,,"婴孩小儿，初受湿气，身体疼痛，发热恶风，多汗，面浮，作呕，小便不利。[The baby is suffering from dampness, body pain, fever, bad wind, sweating, floating face, nausea and bad urination.(Machine translation.)]",《幼科证治大全》引《全幼心鉴》。
HVP4997,养真益元膏,人参5钱，白术（炒）1两，茯苓1两，陈皮1两，麦冬1两，山药1两，山楂2两，甘草（炙）5分。,,"小儿魃病，虚羸面黄，肌瘦体热。[The disease is characterized by deficiency, yellow face, thin muscle and hot body.(Machine translation.)]",《幼科证治大全》引《济世全书》。
HVP4998,代赭扶脾汤,人参1钱，白术1钱，茯苓1钱，代赭石1钱5分（酒淬7次），炙甘草3钱，钩藤5钱，天麻1钱，远志1钱（甘草汤煮），胆星1钱。,,小儿脾虚，致患天钓。[Children with spleen deficiency suffer from Tiandiao.(Machine translation.)],《幼科金针》卷上。
HVP4999,清脾饮,麻黄1钱5分，麦冬1钱，知母1钱，花粉1钱，荆芥1钱，桔梗1钱，诃子8分，菖蒲8分，玄参5分。,,咽干声哑。[Dry throat and hoarse voice.(Machine translation.)],《种痘新书》卷十二。
HVP5000,清脾饮,白术1钱，茯苓1钱，知母1钱，青皮4分，厚朴8分，黄芩2钱，甘草5分。,,妊娠疟症，热多寒少。[Gestational malaria is characterized by more heat and less cold.(Machine translation.)],《胎产秘书》卷上。
HVP5001,启云抱龙丸,胆星1两，防风1两，花粉1两，薄荷1两，僵蚕5钱，白附子5钱，雄黄3钱，辰砂2钱。,,小儿天哮症。[Asthma in children.(Machine translation.)],《幼科金针》卷上。功效:降火清金，消痰驱风。
HVP5002,泻心散,黄连1两（去须）。,,"小儿燕口，及口内生疮。滞痢多时，羸瘦体弱不堪，疾势困重。[Children swallow mouth, and mouth sores. For a long time, he was very thin and weak.(Machine translation.)]",方出《圣惠》卷九十，名见《普济方》卷三六五。
HVP5003,调脾汤,陈皮、白术、丁香、人参、诃子、青皮、甘草。,,"小儿脾疳。黄瘦腹大，或吃土吃米吃茶。[Infantile Spleen chancre. Yellow thin belly big, or eat soil to eat rice to eat tea.(Machine translation.)]",《幼科铁镜》。
HVP5004,白术茯苓散,白术2两，白茯苓2两，防己3两，木瓜3两。,,"妊娠7-8月后，两脚肿甚者。[After 7-8 months of pregnancy, the feet are very swollen.(Machine translation.)]",《广嗣纪要》卷九。
HVP5005,白术茯苓散,白术1两，白茯苓1两。,,"妊娠大小腿肿，及有黄水，小便或涩。[Pregnancy leg swelling, and yellow water, urine or astringent.(Machine translation.)]",《鸡峰》卷十六。
HVP5006,补肾固精方,北五味。,,No Data.[无数据],《广笔记》卷二。功效:补肾固精。
HVP5007,苍术猪肝散,苍术（米泔浸，炒）8两，谷精草1两。,,雀盲，临卧不见物。[The bird is blind and cannot see when lying.(Machine translation.)],《异授眼科》。
HVP5008,兔儿丸,谷精草（炒）5钱，黄连5钱，人参3钱，栀子（炒）5钱，当归7钱，薄荷5钱，柴胡4钱，升麻4钱，菟丝子（炒）2两。,,小儿痘疹患目。[Children with pox and rash.(Machine translation.)],《异授眼科》。
HVP5009,七雄汤,麻黄、桂枝、附子、干姜、杏仁、羌活、甘草。,,年深不愈之头痛。[A headache that can't be cured in years.(Machine translation.)],《引经证医》卷四。
HVP5010,传尸丸,鳗鲡鱼（半斤外者）7条。,,"传尸劳瘵，初起元气未败者。[It's said that the corpse is Laohuang, who is not defeated at the beginning.(Machine translation.)]",《张氏医通》卷十三。功效:补虚劳、杀劳虫，滋津液，生肌肉。
HVP5011,沉香化痰丸,半夏曲8两（用生姜汁1小杯、竹沥1大盏制），黄连2两（姜汁炒），木香1两，沉香1两。,,"胸中痰热，积年痰火，无血者。[Phlegm heat in the chest, accumulated years of phlegm fire, no blood.(Machine translation.)]",《张氏医通》卷十三。功效:调和气化，除湿热。
HVP5012,大黄当归散,大黄1两，当归1钱，木贼1两，黄芩1两，栀子5钱，菊花3钱，苏木5钱，红花8钱。,,"血灌瞳仁，目睛疼痛。[Blood perfusion pupil, eye pain.(Machine translation.)]",《金鉴》卷七十八。
HVP5013,通肝散,栀子（炒黑）1两，白蒺藜（炒，去刺）1两，羌活2两，荆芥穗1两2钱，当归1两2钱，牛蒡子（炒，研）1两2钱，甘草（炙）1两2钱。,,"辘轳转关，睑硬睛疼，风热翳障。[When the windlass is turned off, the eyelid is hard and the eye is sore, and the wind is hot.(Machine translation.)]",《张氏医通》卷十五。
HVP5014,栀子金花汤,黄连1钱，黄芩1钱，黄柏1钱，栀子1钱。,,"热毒内蕴；妊娠伤寒，发热大渴者。[Heat toxin is inherent; Pregnancy typhoid, fever and thirst.(Machine translation.)]",《张氏医通》卷十六。
HVP5015,栀子金花汤,黄芩、黄连、黄柏、大黄、栀子。,,"痘中厥逆，因阳毒内攻，热极反寒，致热厥，爪甲色红，小便赤涩，痘色更见紫黑，烦躁闷乱者。[Because of the internal attack of Yang toxin, febrile convulsion, red claw armour, red and astringent urine, purplish black pox, irritability and disorder.(Machine translation.)]",《金鉴》卷五十八。
